strategy_id,coin_regime,trades,episodes,mean_profit_ratio,mean_benchmark_return,benchmark_matched_episodes,excess_return,tier,dollar_gain_usd,benchmark_dollar_gain_usd,max_drawdown,episode_excess_lcb,excess_dollar_gain_usd,lcb_grade,profit_factor,worst_trade,liquidation_rate,forced_exit_rate,total_regime_days,sortino,annualized_return,drawdown_since_peak,sortino_pts,drawdown_pts,annualized_return_pts,liquidation_pts,profit_factor_pts,worst_trade_pts,freqforge_score
OversoldReversion-downtrend,BEAR,11,8,0.0785363606696,-0.120788649631,8,0.1993250103,VALIDATION,628.290885357,-966.309197046,0.0293671358526,0.135648720599,1594.6000824,A,4.95907841648,-0.0858251586794,0,0,243,6.4111476477,0.943729107635,0.0488519124685,100,95.1148087531,87.1864553817,100,81.0965440618,91.4174841321,94.1080733149
SARCross-sideways,SIDEWAYS,8,7,0.0441029423716,-0.0866771252547,7,0.130780067626,EXPLORATORY,308.720596601,-606.739876783,0,-0.0259494768953,915.460473384,D,inf,0.024188639349,0,0,92,-100,1.22481541043,0,100,100,91.1240770521,100,100,100,98.6686115578
SARCross-transition,TRANSITION,3,3,0.000149682574732,-0.0976849578712,3,0.0978346404459,EXPLORATORY,0.449047724195,-293.054873614,7.59796406531e-05,0.00158644215451,293.503921338,B,2.97003530742,-0.000129084398747,0,0,11,69.865150794,0.0149002199392,0.00011396946098,100,99.9886030539,3.7250549848,100,73.6376324028,99.9870915601,82.9183814075
SimpleBollinger-downtrend,BEAR,9,9,0.0266928320322,-0.0909693814626,9,0.117662213495,EXPLORATORY,240.23548829,-818.724433163,0,0.0395172205954,1058.95992145,A,inf,0.00788810001291,0,0,266,-100,0.329646440699,0,100,100,56.4823220349,100,100,100,93.4723483052
Squeeze001-downtrend,BEAR,21,16,0.00832992257456,-0.0799670653078,16,0.0882969878824,VALIDATION,133.278761193,-1279.47304493,4.40514482091e-05,0.0422708701977,1412.75180612,A,234.714933504,-0.00018510100254,0,0,468,448.598165567,0.103946042383,0.00018510100254,100,99.9814898997,25.9865105959,100,100,99.9814898997,88.8914980543
TheRealPullbackV2-sideways,SIDEWAYS,24,18,0.0289606925447,-0.0962507919035,18,0.125211484448,VALIDATION,521.292465805,-1732.51425426,0.000735117057863,0.0754608628606,2253.80672007,A,42.7134419157,-0.0065944418276,0,0,335,227.025946788,0.56797537319,0.0065944418276,100,99.3405558172,68.3987686595,100,100,99.3405558172,95.029009835
adxbbrsi2-transition,TRANSITION,14,10,0.00801076488788,-0.0866606339036,10,0.0946713987915,VALIDATION,80.1076488788,-866.606339036,5.61384159583e-09,0.0564445236387,946.713987915,A,766151.928147,-5.05245743635e-08,0,0,57,3066044.33926,0.512970032294,5.05245743625e-08,100,99.9999949475,65.6485016147,100,100,99.9999949475,94.8472734738
cryptotank-downtrend,BEAR,118,37,0.0384276848532,0.00373647568568,37,0.0346912091675,VALIDATION,1421.82433957,138.24960037,0.00473581488641,-0.0124027937424,1283.5747392,C,2.35224843631,-0.208621247485,0,0,776,0.960176908531,0.668770468998,0.208621247485,32.005896951,47.8446881288,73.4385234499,100,71.3209316361,79.1378752515,61.0243054762
cryptotank-sideways,SIDEWAYS,100,22,0.0134475107621,-0.0913486186698,22,0.104796129432,VALIDATION,295.845236766,-2009.66961074,0.0276050782615,0.0676206707279,2305.5148475,A,1.18457915147,-0.228624514499,0,0,310,0.343415131933,0.348333907806,0.21210564664,11.4471710644,46.97358834,57.4166953903,100,29.2289575735,77.1375485501,48.854344772
cryptotank-transition,TRANSITION,22,9,0.0533258854691,-0.0496614316147,9,0.102987317084,VALIDATION,479.932969222,-446.952884532,0.00179236528962,0.0471373489649,926.885853754,A,38.6353260599,-0.0107541917377,0,0,35,53.3680689425,5.00501525045,0.0107541917377,100,98.9245808262,100,100,100,98.9245808262,99.6236032892
eltoro1_4-transition,BEAR,1,1,0.0292379157586,0.0263025800953,1,0.0029353356633,EXPLORATORY,29.2379157586,26.3025800953,0,,2.9353356633,,inf,0.0292379157586,0,0,7,-100,1.52454846456,0,100,100,92.6227423228,100,100,100,98.8934113484
eltoro1_4-transition,TRANSITION,49,36,0.00331869201859,-0.0383495347174,36,0.041668226736,VALIDATION,119.472912669,-1380.58324983,0.0462054658465,0.0185307273174,1500.0561625,B,1.12278274779,-0.249009627177,0,0,161,0.246996463448,0.270854739902,0.232130882816,8.23321544827,41.967279296,53.5427369951,100,26.1391373897,75.0990372823,45.7053517025
eltoro1_4_simple-downtrend,BEAR,124,58,0.0012363032821,0.00467348970515,58,-0.00343718642305,VALIDATION,71.7055903618,271.062402898,0.0245138735021,-0.0391860613242,-199.356812537,D,1.01859448075,-0.249650899262,0,0.00806451612903,1087,0.071433345474,0.0240777741325,0.228730706533,2.3811115158,42.8173233668,6.01944353313,100,20.9297240376,75.0349100738,36.7989886617
